Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
EVGBC,Eaton Vance NextShares Trust,99.99,62493750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,99.98,44991000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance NextShares Trust II,100.03,52515750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance NextShares Trust II,99.96,69972000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance NextShares Trust II,99.96,504798000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,35.89,32835059386,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,26.5,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",50.23,1533147636,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
ECHO,"Echo Global Logistics, Inc.",23.38,650388183.3,n/a,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,37.28,3554478301,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",11.315,48803122.53,n/a,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
EDAP,EDAP TMS S.A.,2.9,85092652.6,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",0.491,15471322.6,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge
EDNT,"Edison Nation, Inc.",4.99,25199519.96,n/a,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt
EDIT,"Editas Medicine, Inc.",22.6,1080510294,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EDTX,EdtechX Holdings Acquisition Corp.,10.04,79378750,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
EDTXU,EdtechX Holdings Acquisition Corp.,10.18,80485625,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu
EDTXW,EdtechX Holdings Acquisition Corp.,0.22,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw
EDUC,Educational Development Corporation,7.9,64762825.4,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,11.56,322550877,n/a,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",56.44,1252798059,n/a,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth
EIDX,"Eidos Therapeutics, Inc.",17.89,657407086,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
EIGR,"Eiger BioPharmaceuticals, Inc.",12.89,246141330.1,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",2.13,133428005.3,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",12.48,487552865.3,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
ESLT,Elbit Systems Ltd.,132.64,5670782060,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",45.78,3547950000,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,3.75,121366286.3,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.925,0,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
ECOR,"electroCore, Inc.",7.56,222642257,n/a,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,98.36,29468220265,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",26.48,1129165032,n/a,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.5,11884323.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),17.57,53384898.84,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",11.76,412969557.8,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,2.15,4361386.8,n/a,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,31.42,679146599.1,n/a,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,31.0723,83594181.56,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,4.03,111511978,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.68,47920514.72,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",13.63,469188897.5,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",99.3,1930549291,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,31.9,985212136.7,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,58.14,1213913665,n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,8.65,1941096737,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
ELGX,"Endologix, Inc.",5.88,6083077.56,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,1.93,14325699.06,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.72,0,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",6.9,993506863.8,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,5.89,157165567.6,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",1.09,13165194.4,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",8.88,478297135.2,n/a,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ENG,ENGlobal Corporation,0.7921,21790130,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENOB,"Enochian Biosciences, Inc.",6.26,242821080.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enob
ENPH,"Enphase Energy, Inc.",8.46,899535785.2,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,161.21,3461425190,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRO,Enstar Group Limited,24.6,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro
ESGRP,Enstar Group Limited,24.83,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ETTX,Entasis Therapeutics Holdings Inc.,6.8776,90094737.44,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
ENFC,Entegra Financial Corp.,23.63,163465321.9,n/a,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",35.04,4728383063,n/a,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,4.5,51427440,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,1,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
EBTC,Enterprise Bancorp Inc,29.4,344221609.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,43.19,988009084.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
EPZM,"Epizyme, Inc.",11.94,945727974.1,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,87.94,1196971127,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
EPSN,Epsilon Energy Ltd.,4.12,112826748,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn
EQ,"Equillium, Inc.",7.45,129452958.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq
EQIX,"Equinix, Inc.",430.38,34802864194,n/a,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
EQBK,"Equity Bancshares, Inc.",32.05,506168694.8,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,9.21,2872470640,311886063,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,179.01,9360409271,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
ERYP,Erytech Pharma S.A.,9.28,17673175.36,1904437,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
ESCA,"Escalade, Incorporated",11.36,164056666.9,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",47.05,1261457644,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",21.37,160974290.5,n/a,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",16.08,190062609.1,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,3.7017,23361791.47,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
ESTA,Establishment Labs Holdings Inc.,26.85,551453918.9,n/a,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta
ESTR,"Estre Ambiental, Inc.",1.5,76780098,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
ESTRW,"Estre Ambiental, Inc.",0.08,0,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,48.355,415853000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,30.54,464208000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse
VIDI,ETF Series Solutions Trust Vident International Equity Fund,24.11,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
ETON,"Eton Pharmaceuticals, Inc.",7.9,139102631.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton
ETSY,"Etsy, Inc.",67.77,8103014454,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.62,7464110.58,n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
EDRY,EuroDry Ltd.,7.2,16229736,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry
EEFT,"Euronet Worldwide, Inc.",135.55,7031146311,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,0.6805,7672042.743,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
EVLO,"Evelo Biosciences, Inc.",9.19,292882910.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo
EVBG,"Everbridge, Inc.",70.31,2084798090,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",3.7762,55880955.29,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
EVER,"EverQuote, Inc.",7.47,186948649.7,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever
MRAM,"Everspin Technologies, Inc.",8.32,142222695.7,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,0.373,25319430.98,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv
EVOP,"EVO Payments, Inc.",25.45,2064899468,n/a,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/evop
EVFM,"Evofem Biosciences, Inc.",3.3968,87865868.01,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,2.07,53311394.79,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",1.27,22132966.91,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
EOLS,"Evolus, Inc.",24.75,675056027.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
EVOL,"Evolving Systems, Inc.",1.33,16115628.62,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,85.37,10736208631,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,38.545,15418000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,37.39,171994000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo
XELA,"Exela Technologies, Inc.",3.69,559583492.7,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",23.04,6914986675,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.22,76465542.86,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",58.68,2014093533,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
EXPI,"eXp World Holdings, Inc.",9.89,584838306.1,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
EXPE,"Expedia Group, Inc.",121.36,17863015293,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",74.51,12791098767,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",55.93,2880303778,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
STAY,"Extended Stay America, Inc.",18.57,3495420719,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay
XOG,"Extraction Oil & Gas, Inc.",3.62,621026768.7,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",7.55,881535123.5,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",0.4463,19389002.75,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0496,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",5.13,57912549.48,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
EYPT,"EyePoint Pharmaceuticals, Inc.",2.33,221300382.7,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",9.67,536155480.5,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",157.99,9391136201,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",169.6,4.84037E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FLMN,Falcon Minerals Corporation,7.89,677395950,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,0.675,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
DAVE,"Famous Dave&#39;s of America, Inc.",5.4,49096400.4,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,23.3,821300791.3,35248961,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,23.67,402449861.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",29.57,328435852.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
FMNB,Farmers National Banc Corp.,14.24,395758080,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb
FAMI,"FARMMI, INC.",3.21,38301720,n/a,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
FARO,"FARO Technologies, Inc.",44.46,767068869.1,n/a,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,61.43,17578702035,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,5.1999,61231302.85,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",16.18,1043914394,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",21.55,81326165.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FLF,"Federal Life Group, Inc.",13.5,47658375,n/a,2018,Finance,Life Insurance,https://www.nasdaq.com/symbol/flf
FNHC,FedNat Holding Company,17.34,226634753.7,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc
FENC,Fennec Pharmaceuticals Inc.,6.37,126736437.1,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,2.43,417903456.3,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",10.95,73329324.9,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
FCSC,Fibrocell Science Inc.,2.0697,20196819.74,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",54.37,4652027199,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",54.81,206054139.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,290.67,1543428633,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,30.46,830940545.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,15.34,375264245.5,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus
FDUSL,Fidus Investment Corporation,25.3487,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
FDUSZ,Fidus Investment Corporation,25.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusz
FRGI,"Fiesta Restaurant Group, Inc.",13.88,378014179.9,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi
FITB,Fifth Third Bancorp,26.67,17245648770,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,28.2,507600000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
FISI,"Financial Institutions, Inc.",29.3,466719700,n/a,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,23.43,2750770237,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",2.91,80148043.53,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
FTAC,FinTech Acquisition Corp. III,9.7,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/ftac
FTACU,FinTech Acquisition Corp. III,10.15,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ftacu
